"pt_lonlattext"
"POINT(-73.9181669 40.852983)"
"POINT(-73.9172133 40.8559077)"
"POINT(-73.9318179 40.858271)"
"POINT(-73.9313325 40.8593027)"
"POINT(-73.9307709 40.860641)"
"POINT(-73.9284199 40.860242)"
"POINT(-73.9272999 40.860657)"
"POINT(-73.9298343 40.8620121)"
"POINT(-73.9300036 40.8621121)"
"POINT(-73.9277659 40.862926)"
"POINT(-73.9298528 40.8659478)"
"POINT(-73.9289022 40.8646634)"
"POINT(-73.9284201 40.8656391)"
"POINT(-73.9281098 40.8650857)"
"POINT(-73.9272713 40.8655306)"
"POINT(-73.9280569 40.8662)"
"POINT(-73.9304692 40.866438)"
"POINT(-73.9287219 40.866743)"
"POINT(-73.922966 40.858935)"
"POINT(-73.9225463 40.8595101)"
"POINT(-73.9256679 40.861259)"
"POINT(-73.9246691 40.8614373)"
"POINT(-73.9247329 40.8615472)"
"POINT(-73.9247907 40.8616308)"
"POINT(-73.9269229 40.863238)"
"POINT(-73.9260109 40.863575)"
"POINT(-73.9253729 40.862582)"
"POINT(-73.9231369 40.863416)"
"POINT(-73.9225475 40.8624952)"
"POINT(-73.9224583 40.862355)"
"POINT(-73.9225093 40.8624268)"
"POINT(-73.9212319 40.861311)"
"POINT(-73.9202963 40.8626109)"
"POINT(-73.9205687 40.8630456)"
"POINT(-73.9206111 40.863121)"
"POINT(-73.9206599 40.8631896)"
"POINT(-73.9184689 40.861775)"
"POINT(-73.9266199 40.864525)"
"POINT(-73.9243849 40.865365)"
"POINT(-73.9250049 40.866336)"
"POINT(-73.9237669 40.864403)"
"POINT(-73.9218839 40.8651)"
"POINT(-73.9224979 40.866064)"
"POINT(-73.9259189 40.867769)"
"POINT(-73.9231099 40.867016)"
"POINT(-73.9240379 40.868473)"
"POINT(-73.9217075 40.8684931)"
"POINT(-73.9212499 40.864112)"
"POINT(-73.9194645 40.8638085)"
"POINT(-73.9194093 40.8637912)"
"POINT(-73.9193605 40.863771)"
"POINT(-73.9189429 40.864463)"
"POINT(-73.9193619 40.864809)"
"POINT(-73.9199959 40.865797)"
"POINT(-73.9170629 40.863691)"
"POINT(-73.9185959 40.866315)"
"POINT(-73.9206119 40.866759)"
"POINT(-73.9212139 40.867693)"
"POINT(-73.9197539 40.868114)"
"POINT(-73.9172049 40.866813)"
"POINT(-73.9170439 40.867026)"
"POINT(-73.9185609 40.868482)"
"POINT(-73.9175939 40.868885)"
"POINT(-73.9145929 40.7822899)"
"POINT(-73.9120952 40.8045704)"
"POINT(-73.9117769 40.804414)"
"POINT(-73.9127819 40.804845)"
"POINT(-73.9124591 40.8047078)"
"POINT(-73.9105668 40.805602)"
"POINT(-73.9104659 40.805557)"
"POINT(-73.9102649 40.8054742)"
"POINT(-73.9098623 40.8053131)"
"POINT(-73.9089159 40.805929)"
"POINT(-73.9091542 40.806178)"
"POINT(-73.9090076 40.8060294)"
"POINT(-73.9084429 40.806477)"
"POINT(-73.9029879 40.809364)"
"POINT(-73.9030131 40.8095153)"
"POINT(-73.9030488 40.8097291)"
"POINT(-73.9030739 40.80988)"
"POINT(-73.8984479 40.813177)"
"POINT(-73.8982922 40.8131106)"
"POINT(-73.8979579 40.812968)"
"POINT(-73.8981287 40.8130409)"
"POINT(-73.9159909 40.817211)"
"POINT(-73.8968499 40.81446)"
"POINT(-73.8965753 40.8143086)"
"POINT(-73.8967194 40.814388)"
"POINT(-73.8964109 40.814218)"
"POINT(-73.8949872 40.8155798)"
"POINT(-73.8954307 40.8158423)"
"POINT(-73.8951575 40.8156806)"
"POINT(-73.8952976 40.8157636)"
"POINT(-73.8951399 40.816126)"
"POINT(-73.8949153 40.8161363)"
"POINT(-73.8946801 40.816147)"
"POINT(-73.8943959 40.81616)"
"POINT(-73.8929069 40.817629)"
"POINT(-73.8932015 40.8178053)"
"POINT(-73.8930806 40.8177329)"
"POINT(-73.8933229 40.817878)"
"POINT(-73.8921517 40.8188187)"
"POINT(-73.8922779 40.818894)"
"POINT(-73.8918499 40.818636)"
"POINT(-73.8919666 40.8187155)"
"POINT(-73.8916372 40.8209871)"
"POINT(-73.8906884 40.8202004)"
"POINT(-73.8908239 40.820307)"
"POINT(-73.8904219 40.819984)"
"POINT(-73.9082194 40.8252906)"
"POINT(-73.9058399 40.831059)"
"POINT(-73.9050315 40.8327485)"
"POINT(-73.8979449 40.828522)"
"POINT(-73.9035209 40.83501)"
"POINT(-73.9012563 40.8354692)"
"POINT(-73.9026469 40.838874)"
"POINT(-73.9011749 40.838198)"
"POINT(-73.9024867 40.8449567)"
"POINT(-73.9020969 40.845642)"
"POINT(-73.8968369 40.845362)"
"POINT(-73.8961769 40.846659)"
"POINT(-73.8906629 40.825307)"
"POINT(-73.9123639 40.847683)"
"POINT(-73.9094509 40.849079)"
"POINT(-73.8940729 40.850713)"
"POINT(-73.8999595 40.8574221)"
"POINT(-73.899774 40.8573583)"
"POINT(-73.9001413 40.8574846)"
"POINT(-73.9130297 40.8618728)"
"POINT(-73.9128927 40.8619827)"
"POINT(-73.912519 40.8617825)"
"POINT(-73.9123689 40.8618941)"
"POINT(-73.9117483 40.8617552)"
"POINT(-73.9090241 40.8626751)"
"POINT(-73.9062355 40.8627857)"
"POINT(-73.9038658 40.8583435)"
"POINT(-73.9049339 40.862749)"
"POINT(-73.8993722 40.8587415)"
"POINT(-73.8992091 40.858684)"
"POINT(-73.8990409 40.8586248)"
"POINT(-73.8990018 40.8593635)"
"POINT(-73.8986788 40.8592506)"
"POINT(-73.8988443 40.8593096)"
"POINT(-73.898452 40.8603778)"
"POINT(-73.8982871 40.860337)"
"POINT(-73.898115 40.8602957)"
"POINT(-73.8888369 40.848134)"
"POINT(-73.8934259 40.851404)"
"POINT(-74.0037937 40.8711182)"
"POINT(-73.9798379 40.8797832)"
"POINT(-73.9678869 40.889916)"
"POINT(-73.9612483 40.8861848)"
"POINT(-73.96131 40.8862233)"
"POINT(-73.9651739 40.888389)"
"POINT(-73.9558299 40.883117)"
"POINT(-73.9512494 40.8805103)"
"POINT(-73.9221449 40.86915)"
"POINT(-73.9208969 40.869877)"
"POINT(-73.9185639 40.871479)"
"POINT(-73.9151829 40.869551)"
"POINT(-73.915849 40.8698643)"
"POINT(-73.9140089 40.87116)"
"POINT(-73.9141359 40.8712112)"
"POINT(-73.9128141 40.8723563)"
"POINT(-73.9126035 40.8722414)"
"POINT(-73.9096351 40.8745523)"
"POINT(-73.9090162 40.8740996)"
"POINT(-73.9098191 40.8746867)"
"POINT(-73.9064899 40.8767205)"
"POINT(-73.9060565 40.8770682)"
"POINT(-73.9047035 40.8765461)"
"POINT(-73.9040146 40.8762946)"
"POINT(-73.9042519 40.87639)"
"POINT(-73.899708 40.8865244)"
